Timestamp,Username,VideoID,Comment,Date
2023-09-27T08:53:40Z,@AppleUK2000,-f_LV-6PuFA,OMG! It looks amazing like before! Full of allure and an unrivalled driving feel!,2023-09-27T08:53:40Z
2023-09-27T08:28:28Z,@granfersteve3815,-f_LV-6PuFA,The range is still small for the price of vehicle and no increased charging speed is not really much of an upgrade is it?,2023-09-27T08:28:28Z
2023-09-27T08:09:23Z,@TL-xw6fh,-f_LV-6PuFA,"Not my cuppa tea. Stellantis powertrains have reliability issues, and should the electronics fail, which they will, it is time to scrap the car.",2023-09-27T08:11:07Z
2023-09-27T15:20:11Z,@jdmguy44,-f_LV-6PuFA,The petrol engines on these facelift cars are revised. Now chain drive.,2023-09-27T15:20:11Z
2023-10-29T09:40:28Z,@beaniemac83,-f_LV-6PuFA,"Thanks for this info, are you talking from personal experience or seen official reports of the powertrain issues? I’ll have a google and see what I can find out but was curious. I’ve read the battery’s have an 8yr warranty or up to 100,000, but not sure on the rest of the car or the motor.",2023-10-29T09:40:28Z
2024-01-07T10:57:50Z,@JackLondonen,-f_LV-6PuFA,"I have driven 35 years with Peugeots. There are very little to worry about. Only thing that is very important with timing belt in oil bath models, use only Total Quarz oil that is recommended by Peugeot. No Castrol, No Mobil. No Shell....",2024-01-07T10:57:50Z
2023-09-27T07:59:27Z,@THEOMD57,-f_LV-6PuFA,"Nope ! 
Only Petrol and 1-2 decades later Hydrogen !!",2023-09-27T07:59:27Z
2023-09-27T12:42:18Z,@DanRyzESPUK,-f_LV-6PuFA,"Hydrogen is the technology of the future, and it it always will be.",2023-09-27T12:42:18Z
2023-09-27T20:12:58Z,@didierpuzenat7280,-f_LV-6PuFA,"Hydrogen has no future for ground transportation, neither cars, bus, trucks or even trains. You need 5 times more electricity with a ""hydrogen car"" than with a battery car, so 5 times more wind turbines and/or solar panels, and of course at least 5 times more money to drive. Not to mention the infrastructure to build, while electricity is everywhere. Regarding petrol, up to you, but I guess that in less than 10 years nobody will want to buy a ""petrol car"" and maybe not even own one. Then the car makers that still rely on ICE will go bankrupt, and sadly the employes will be out of job without proper qualification for the new norm.",2023-09-27T20:12:58Z
2023-09-27T07:39:25Z,@richardjohnson5529,-f_LV-6PuFA,I like the Fiat 600e styling,2023-09-27T07:39:25Z
2023-09-27T07:38:59Z,@pradeepmagan6951,-f_LV-6PuFA,Smart but still to expensive,2023-09-27T07:38:59Z
2023-09-27T07:32:00Z,@wayneheyes904,-f_LV-6PuFA,It’s getting way way to expensive,2023-09-27T07:32:00Z
2023-09-27T07:31:16Z,@wayneheyes904,-f_LV-6PuFA,Prefer the petrol,2023-09-27T07:31:16Z
2023-09-27T07:12:33Z,@Deuteross,-f_LV-6PuFA,"I'm not sure about the styling. It used to look very good but now it is a bit overdone, which makes it look like a Chinese car - especially in white.",2023-09-27T07:14:20Z
2023-09-27T07:38:30Z,@podge5555,-f_LV-6PuFA,Totally agree. The pre facelifted model looks better,2023-09-27T07:38:30Z
